Task,Job id,CPU,MEM,DISK
M1,j_7137,0.041532641,0.035185185,0.049493354
M2,j_7138,0.04988665,0.028518519,0.029479353
R4_3,j_7138,0.011386451,0.035185185,0.029631667
J3_1_2,j_7138,0.029793285,0.05,0.032474511
M1,j_7138,0.027467746,0.028518519,0.02119874
R4_3,j_7139,0.049659768,0.042592593,0.0300377
J5_2_4,j_7139,0.023110671,0.042592593,0.048940091
M1,j_7139,0.0423304,0.028518519,0.039137676
M3,j_7139,0.042399367,0.028518519,0.038837261
R2_1,j_7139,0.024493641,0.042592593,0.046204099
R3_2,j_7140,0.011398089,0.035185185,0.039454964
M1,j_7140,0.042084857,0.028518519,0.019705254
M4_3,j_7140,0.02155837,0.028518519,0.040677825
R6_5,j_7140,0.039710078,0.035185185,0.018764992
M2,j_7140,0.032460236,0.028518519,0.026102919
J5_1_4,j_7140,0.041685515,0.05,0.02477346
R10_9,j_7141,0.036269212,0.035185185,0.048279687
R7_6,j_7141,0.011720889,0.042592593,0.033926618
R2_1,j_7141,0.03494402,0.042592593,0.017439664
R9_1,j_7141,0.028425779,0.042592593,0.013748404
R3_2,j_7141,0.013563494,0.035185185,0.03821075
M1,j_7141,0.043573222,0.028518519,0.026361914
R4_1,j_7141,0.016932505,0.042592593,0.015447106
M6,j_7141,0.046400391,0.028518519,0.045624968
R5_4,j_7141,0.018704688,0.035185185,0.023522282
R8_7,j_7141,0.040260339,0.035185185,0.026800448
R3_2,j_7142,0.039247635,0.021111111,0.043029543
M1,j_7142,0.043232193,0.021111111,0.048285678
M10_3_6_9,j_7142,0.035278672,0.021111111,0.021105748
M7,j_7142,0.020929967,0.021111111,0.012047239
R5_4,j_7142,0.021861997,0.021111111,0.02617137
R8_7,j_7142,0.015190971,0.021111111,0.041533385
M4,j_7142,0.014668496,0.021111111,0.01673607
R2_1,j_7142,0.03554829,0.021111111,0.014613706
R6_5,j_7142,0.020459404,0.021111111,0.022429315
R9_8,j_7142,0.045727715,0.021111111,0.012891583
J7_5_6,j_7143,0.047949252,0.042592593,0.037880119
M1,j_7143,0.012680745,0.028518519,0.019711841
J5_3_4,j_7143,0.048810898,0.05,0.032707006
J3_1_2,j_7143,0.016708579,0.05,0.011472875
M6,j_7143,0.024530946,0.028518519,0.016464921
M2,j_7143,0.024585347,0.028518519,0.046990486
M4,j_7143,0.035541082,0.028518519,0.037285805
M3,j_7144,0.019740413,0.028518519,0.015499267
J5_1_2_4,j_7144,0.030264066,0.05,0.039582734
R6_5,j_7144,0.014338412,0.042592593,0.017318679
M1,j_7144,0.043144728,0.028518519,0.021621521
M2,j_7144,0.019323306,0.028518519,0.04786195
R7_6,j_7144,0.049313638,0.035185185,0.019891802
R4_3,j_7144,0.045646436,0.042592593,0.0330904
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_7145,0.020129468,0.01,0.043453875
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,j_7145,0.029080974,0.01,0.019823868
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_7145,0.043641904,0.01,0.042431302
R2_1,j_7146,0.021383929,0.042592593,0.010879905
M1,j_7146,0.032303334,0.028518519,0.0265534
R3_2,j_7146,0.024522516,0.035185185,0.026706484
R8_7,j_7147,0.038009097,0.021111111,0.047482156
M3,j_7147,0.019333558,0.021111111,0.040154144
R5_4,j_7147,0.039072032,0.021111111,0.020110169
M2,j_7147,0.026362076,0.021111111,0.046584269
M6,j_7147,0.020298897,0.021111111,0.014609813
M1,j_7147,0.022308104,0.028518519,0.014818797
J7_5_6,j_7147,0.042748222,0.021111111,0.014048995
J4_1_2_3,j_7147,0.038158841,0.021111111,0.026819466
J7_5_6,j_7148,0.013661031,0.05,0.033410191
R2_5,j_7148,0.028301117,0.035185185,0.039929507
M6,j_7148,0.046712984,0.028518519,0.021403905
M5,j_7148,0.034393721,0.028518519,0.030217678
R8_4_7,j_7148,0.035783588,0.035185185,0.044215239
M4_1_2_3,j_7148,0.020228955,0.028518519,0.012943216
R1_5,j_7148,0.032515819,0.035185185,0.01722863
R3_5,j_7148,0.016691254,0.035185185,0.03828105
J6_2_3_4_5,j_7149,0.033630303,0.021111111,0.022197721
M3,j_7149,0.042497356,0.021111111,0.025543586
M5,j_7149,0.032366854,0.021111111,0.036430885
R2_1,j_7149,0.026636582,0.021111111,0.022149617
M1,j_7149,0.045153622,0.021111111,0.014252386
M4,j_7149,0.029366086,0.021111111,0.040377315
R3_2,j_7150,0.038398726,0.021111111,0.025063327
R5_4,j_7150,0.013647548,0.021111111,0.041282069
J4_1_3,j_7150,0.045112178,0.021111111,0.04413994
M2,j_7150,0.031140211,0.021111111,0.027980061
M1,j_7150,0.021386986,0.035185185,0.043410524
J4_2_3,j_7151,0.017669342,0.05,0.01849601
M3,j_7151,0.012964941,0.028518519,0.043822518
M2,j_7151,0.023730733,0.028518519,0.019995478
J5_1_4,j_7151,0.04186486,0.042592593,0.038011266
M1,j_7151,0.049978583,0.028518519,0.047424911
M1,j_7152,0.039663163,0.021111111,0.025170623
R2_1,j_7152,0.028925634,0.021111111,0.015857241
M3_2,j_7153,0.015990993,0.028518519,0.035148936
R2_1,j_7153,0.026828944,0.035185185,0.01070959
M1,j_7153,0.011315084,0.028518519,0.022489725
R4_3,j_7153,0.045758515,0.035185185,0.035401609
R10_1_9,j_7154,0.014612947,0.035185185,0.015932433
R9_8,j_7154,0.031013336,0.042592593,0.015731787
M1,j_7154,0.025881113,0.028518519,0.017804993
J8_2_3_7,j_7154,0.01041672,0.05,0.012460228
J7_5_6,j_7154,0.024672103,0.05,0.037955446
M6,j_7154,0.019050165,0.028518519,0.043738956
M3,j_7154,0.016501535,0.028518519,0.022747865
M4,j_7154,0.021200938,0.028518519,0.038803023
M2,j_7154,0.022540634,0.028518519,0.045841971
R5_4,j_7154,0.0245704,0.035185185,0.039442876
M3_2,j_7155,0.020079469,0.028518519,0.012646212
R4_3,j_7155,0.049337049,0.042592593,0.045893318
R5_4,j_7155,0.033249345,0.035185185,0.04927174
M1,j_7155,0.02771808,0.028518519,0.021480125
R2_1,j_7155,0.020810642,0.035185185,0.048558331
R5_4,j_7156,0.045903219,0.021111111,0.015336686
M2,j_7156,0.03458906,0.05,0.040226883
R1_2,j_7156,0.043840125,0.021111111,0.02941082
J4_1_3,j_7156,0.017416176,0.021111111,0.038182011
R3_2,j_7156,0.024881331,0.021111111,0.040693424
J3_1_2,j_7157,0.0273132,0.05,0.022291263
R5_4,j_7157,0.024984078,0.035185185,0.043152516
M1,j_7157,0.032925294,0.028518519,0.01357008
R4_3,j_7157,0.017691578,0.042592593,0.015978252
M2,j_7157,0.048741095,0.028518519,0.044727192
J3_4_5_6,j_7158,0.017010363,0.05,0.012811625
M4,j_7158,0.035873687,0.028518519,0.02523099
J7_4_5_6,j_7158,0.02782045,0.05,0.016618805
M6,j_7158,0.041167025,0.028518519,0.03428371
J8_2_3_7,j_7158,0.010974149,0.042592593,0.040978798
R2_1,j_7158,0.031763302,0.035185185,0.025396715
M5,j_7158,0.04619075,0.042592593,0.025104543
M1,j_7158,0.036640022,0.028518519,0.02739953
R5_4,j_7159,0.023199518,0.021111111,0.046266328
R7_6,j_7159,0.039438049,0.021111111,0.011582556
M3,j_7159,0.028325023,0.021111111,0.025772269
R4_3,j_7159,0.042899551,0.021111111,0.040791114
J8_2_7,j_7159,0.047648303,0.021111111,0.01405271
R2_1,j_7159,0.030505227,0.021111111,0.049397993
M6_5,j_7159,0.017641214,0.035185185,0.027201728
M1,j_7159,0.045744994,0.028518519,0.034108741
M1,j_7160,0.044087762,0.021111111,0.018186709
R3_1_2,j_7160,0.033762921,0.021111111,0.042378949
M2,j_7160,0.049459137,0.021111111,0.045171763
J5_3_4,j_7161,0.049654819,0.05,0.016889739
R8_7,j_7161,0.031504167,0.035185185,0.044272134
M1,j_7161,0.01459914,0.028518519,0.047408135
M4,j_7161,0.028667007,0.028518519,0.028320743
R2_1,j_7161,0.010025524,0.035185185,0.016207065
M3_2,j_7161,0.033636332,0.028518519,0.02141863
R7_6,j_7161,0.022954587,0.042592593,0.025026405
R6_5,j_7161,0.015588195,0.042592593,0.010337545
R6_5,j_7162,0.014432241,0.021111111,0.022915098
M4,j_7162,0.033431198,0.021111111,0.013875232
M2,j_7162,0.041318793,0.028518519,0.022467877
J8_2_7,j_7162,0.021624137,0.028518519,0.048766256
R5_4,j_7162,0.045067179,0.021111111,0.010883433
M3,j_7162,0.012847915,0.05,0.020201289
J7_3_6,j_7162,0.010894735,0.035185185,0.044893317
R9_1_8,j_7162,0.023930552,0.021111111,0.042649373
R10_9,j_7162,0.046743373,0.021111111,0.040204902
J1_3_6,j_7162,0.04306496,0.035185185,0.039035776
R2_1,j_7163,0.042531136,0.035185185,0.030359289
M5_2_4,j_7163,0.012728052,0.028518519,0.011381326
R4_3,j_7163,0.029965441,0.035185185,0.049885124
R6_5,j_7163,0.024689409,0.042592593,0.03304364
M1,j_7163,0.036804075,0.028518519,0.014930766
M3,j_7163,0.016575499,0.028518519,0.044523865
R7_6,j_7163,0.020581749,0.035185185,0.010790585
M3,j_7164,0.013314102,0.028518519,0.048513582
M4,j_7164,0.010995128,0.021111111,0.022238761
M1,j_7164,0.013416717,0.021111111,0.048059075
M5,j_7164,0.043657433,0.021111111,0.028665674
M7,j_7164,0.024518372,0.035185185,0.043334039
M6,j_7164,0.045397742,0.021111111,0.023082357
M2,j_7164,0.019856495,0.021111111,0.02360549
M3,j_7165,0.026146155,0.028518519,0.019230818
M4,j_7165,0.024586996,0.028518519,0.02214104
M2,j_7165,0.03061304,0.028518519,0.019146949
J7_1_2_3_4_5_6,j_7165,0.010279378,0.042592593,0.012289082
M5,j_7165,0.043384218,0.028518519,0.037776915
M6,j_7165,0.037978251,0.028518519,0.034939632
M1,j_7165,0.031921305,0.028518519,0.045829789
M4,j_7166,0.017451933,0.021111111,0.014274888
M5,j_7166,0.01939331,0.028518519,0.013718948
M6,j_7166,0.033213022,0.021111111,0.037311943
J7_1_2_3_4_5_6,j_7166,0.045379104,0.028518519,0.026480452
M1,j_7166,0.035402597,0.021111111,0.02586875
M2,j_7166,0.013329027,0.021111111,0.032380319
M3,j_7166,0.020103002,0.021111111,0.01396795
M5,j_7167,0.049991536,0.028518519,0.013542324
M7,j_7167,0.040447002,0.021111111,0.016633628
R4_3,j_7167,0.011806981,0.042592593,0.036194512
J6_4_5,j_7167,0.012688347,0.042592593,0.035778112
M1,j_7167,0.014893875,0.021111111,0.029670527
M2,j_7167,0.049475443,0.021111111,0.010602422
M3,j_7167,0.020835876,0.028518519,0.025182537
R4_3,j_7168,0.01540073,0.035185185,0.036298452
M3,j_7168,0.028471437,0.028518519,0.046691601
M1,j_7168,0.013127909,0.028518519,0.036185681
M5_4,j_7168,0.018827298,0.028518519,0.029973645
J6_2_5,j_7168,0.013082405,0.05,0.049885311
R2_1,j_7168,0.029945973,0.035185185,0.014498429
R7_6,j_7168,0.028643593,0.035185185,0.046086866
M2,j_7169,0.016110853,0.028518519,0.010225045
M3,j_7169,0.015535166,0.028518519,0.018495421
R4_3,j_7169,0.010996033,0.035185185,0.035763714
R6_5,j_7169,0.047094485,0.042592593,0.02611483
R7_6,j_7169,0.028707781,0.035185185,0.02094808
M1,j_7169,0.042425819,0.028518519,0.025301148
J5_1_2_4,j_7169,0.026419299,0.05,0.041317027
R4_3,j_7170,0.016627886,0.035185185,0.014955241
R7_6,j_7170,0.047358198,0.035185185,0.030861338
R3_2,j_7170,0.040052504,0.042592593,0.027686109
M5_4,j_7170,0.01180025,0.028518519,0.021063337
R2_1,j_7170,0.038466502,0.042592593,0.03570993
M1,j_7170,0.030926632,0.028518519,0.041079254
R6_5,j_7170,0.013722626,0.042592593,0.020420103
R3_1_2,j_7171,0.015387423,0.042592593,0.01161594
R7_6,j_7171,0.012346555,0.042592593,0.016105215
R10_9,j_7171,0.033739224,0.035185185,0.036488852
R5_4,j_7171,0.032962744,0.042592593,0.043757019
M4,j_7171,0.042355263,0.028518519,0.02797658
M1,j_7171,0.034548195,0.028518519,0.015034973
R9_8,j_7171,0.010982855,0.042592593,0.022173612
M6,j_7171,0.02121682,0.028518519,0.042128081
M2,j_7171,0.013716066,0.028518519,0.032927781
J8_3_5_7,j_7171,0.044141171,0.05,0.019347478
R6_5,j_7172,0.044975116,0.035185185,0.047508561
M1_3_6_8,j_7172,0.015713145,0.028518519,0.040731194
R5_4,j_7172,0.034331035,0.042592593,0.042848402
M2,j_7172,0.028321881,0.028518519,0.031933207
M4,j_7172,0.018877107,0.028518519,0.033712818
R10_1_9,j_7172,0.038047704,0.035185185,0.044830966
M7,j_7172,0.013285476,0.028518519,0.03914484
R8_7,j_7172,0.048800671,0.035185185,0.019017592
M9_3_6_8,j_7172,0.017393054,0.028518519,0.043482044
R3_2,j_7172,0.03854593,0.035185185,0.048293913
R7_6,j_7173,0.032570922,0.035185185,0.017472404
M1,j_7173,0.048897484,0.028518519,0.012504435
R6_5,j_7173,0.019142772,0.042592593,0.036337423
R4_3,j_7173,0.021177375,0.035185185,0.015253168
R2_1,j_7173,0.045917436,0.042592593,0.024712213
M5_4,j_7173,0.013348682,0.028518519,0.034477812
R3_2,j_7173,0.048182566,0.042592593,0.033242408
M4_3,j_7174,0.035754766,0.027777778,0.033813356
R3_6,j_7174,0.025484829,0.017407407,0.041168341
M1,j_7174,0.036645266,0.028518519,0.040213221
M6,j_7174,0.036484839,0.017407407,0.027344169
M2,j_7174,0.034438048,0.028518519,0.034986596
J7_1_2_5_6,j_7174,0.02099906,0.035185185,0.030189971
R5_4,j_7174,0.041180939,0.017407407,0.011838698
R7_6,j_7175,0.023841624,0.035185185,0.021618559
R5_4,j_7175,0.02996734,0.035185185,0.048350076
R3_4,j_7175,0.046298575,0.035185185,0.010562602
M4,j_7175,0.045891795,0.028518519,0.017687718
R1_4,j_7175,0.036679345,0.035185185,0.032410351
R2_4,j_7175,0.038472376,0.035185185,0.012289764
M6_1_2_3_5,j_7175,0.038622926,0.028518519,0.034868091
M3,j_7176,0.032609606,0.021111111,0.025413634
M7,j_7176,0.049965469,0.021111111,0.011165247
M5,j_7176,0.023594636,0.021111111,0.016884431
M2,j_7176,0.041967296,0.021111111,0.049475686
M4,j_7176,0.032082931,0.021111111,0.018353629
M1,j_7176,0.010422116,0.021111111,0.047860205
M6,j_7176,0.043819926,0.021111111,0.03013656
M1,j_7177,0.029220943,0.021111111,0.049322995
M2,j_7177,0.029506954,0.021111111,0.04347882
J6_1_5,j_7177,0.013442515,0.021111111,0.022868088
R3_2,j_7177,0.016933083,0.021111111,0.036473665
M5_4,j_7177,0.028978575,0.021111111,0.043231674
R4_3,j_7177,0.012215831,0.021111111,0.011148002
R5_1,j_7178,0.041244224,0.017407407,0.030937594
R7_1,j_7178,0.041505995,0.017407407,0.026938647
R8_1,j_7178,0.0444236,0.017407407,0.019227526
R2_1,j_7178,0.028313191,0.017407407,0.02716775
R4_1,j_7178,0.038896274,0.017407407,0.021076572
R6_1,j_7178,0.033105509,0.017407407,0.01991568
R3_1,j_7178,0.023371117,0.017407407,0.029477666
M1,j_7178,0.046480386,0.018148148,0.04035089
M3,j_7179,0.031396242,0.035185185,0.012605633
R7_4_6,j_7179,0.043666357,0.021111111,0.011158082
R6_5,j_7179,0.049433751,0.028518519,0.029801596
R2_1,j_7179,0.019142054,0.028518519,0.02279395
M1,j_7179,0.011071142,0.028518519,0.03870659
M5,j_7179,0.017317607,0.028518519,0.030208413
R4_3,j_7179,0.042599102,0.028518519,0.045199632
J8_2_7,j_7179,0.041244311,0.021111111,0.012208206
R2_1,j_7180,0.038450215,0.021111111,0.034407239
M1,j_7180,0.025820804,0.021111111,0.014334937
R5_4,j_7180,0.014460115,0.035185185,0.035153264
M3_2,j_7180,0.018350655,0.035185185,0.030074732
J6_2_5,j_7180,0.016757452,0.035185185,0.011824675
M4,j_7180,0.036265769,0.042592593,0.012574523
M2,j_7181,0.019444038,0.035185185,0.048100527
J5_1_4,j_7181,0.039577051,0.035185185,0.035124884
M3,j_7181,0.014201441,0.021111111,0.025938864
M1,j_7181,0.025753728,0.028518519,0.033007742
J4_2_3,j_7181,0.027205375,0.028518519,0.031097154
task_NTcxOTU5NDE4Mzk0MzEzMjMxNw==,j_7182,0.049989408,0.013703704,0.041980909
M1,j_7183,0.043535281,0.021111111,0.010238058
J6_5,j_7183,0.013992043,0.021111111,0.047370838
J9_2_3_4_8,j_7183,0.037395943,0.028518519,0.021001529
R2_1,j_7183,0.029172349,0.021111111,0.041921939
M7,j_7183,0.044564916,0.042592593,0.025308596
J8_6_7,j_7183,0.036546861,0.035185185,0.018607087
M4,j_7183,0.02043841,0.021111111,0.035619832
M3,j_7183,0.025755734,0.021111111,0.034050051
M5,j_7183,0.025651667,0.021111111,0.026963009
MergeTask,j_7184,0.03577007,0.013703704,0.027001621
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_7185,0.028357735,0.013703704,0.027918361
M4,j_7186,0.029467267,0.028518519,0.034130594
M2,j_7186,0.044304351,0.028518519,0.031381859
J3_1_2,j_7186,0.040827794,0.05,0.037507788
M1,j_7186,0.03165407,0.028518519,0.018716752
M5,j_7186,0.036422157,0.028518519,0.010606388
J6_3_4_5,j_7186,0.027192534,0.042592593,0.023367029
J7_3_4_6,j_7187,0.044691388,0.05,0.034814112
R6_5,j_7187,0.041098484,0.035185185,0.013192713
M1,j_7187,0.023103407,0.028518519,0.013723395
M3_2,j_7187,0.03331837,0.028518519,0.033185494
M5,j_7187,0.032029549,0.028518519,0.028965094
R9_8,j_7187,0.032569086,0.035185185,0.044701107
R2_1,j_7187,0.041347805,0.035185185,0.011303363
M4,j_7187,0.028126192,0.028518519,0.020544692
R8_7,j_7187,0.025163967,0.042592593,0.021762581
R2_1,j_7188,0.046122373,0.042592593,0.044988168
M1,j_7188,0.029827088,0.028518519,0.010457311
R4_3,j_7188,0.022190164,0.035185185,0.046714362
R3_2,j_7188,0.045688866,0.042592593,0.0224263
M2,j_7189,0.031320592,0.028518519,0.047502085
J3_1_2,j_7189,0.023782863,0.05,0.019317845
M1,j_7189,0.017958139,0.028518519,0.045058975
R4_3,j_7189,0.049809184,0.035185185,0.020878336
M2,j_7190,0.046978704,0.028518519,0.033002906
M4,j_7190,0.037223119,0.028518519,0.039082342
R9_8,j_7190,0.038935081,0.042592593,0.015134531
M1,j_7190,0.040386558,0.028518519,0.02181811
R8_7,j_7190,0.018765403,0.042592593,0.010875263
J7_5_6,j_7190,0.032037464,0.05,0.037035035
R10_9,j_7190,0.017006156,0.035185185,0.030554044
M6,j_7190,0.023798827,0.028518519,0.037717405
J3_1_2,j_7190,0.046255097,0.05,0.010147503
J5_3_4,j_7190,0.038038654,0.05,0.02591265
R3_2,j_7191,0.027073079,0.035185185,0.022304205
R9_8,j_7191,0.029797311,0.035185185,0.021513678
R8_1_7,j_7191,0.032951682,0.042592593,0.010084572
J1_3_6,j_7191,0.03873227,0.05,0.025063497
J7_3_6,j_7191,0.026408744,0.05,0.023121975
J6_4_5,j_7191,0.039366667,0.05,0.03880291
M5,j_7191,0.030556131,0.028518519,0.033017375
M4,j_7191,0.044701251,0.028518519,0.027892827
M2,j_7191,0.042307517,0.028518519,0.038196253
M5,j_7192,0.047357081,0.021111111,0.023614568
J8_3_4_7,j_7192,0.042813961,0.021111111,0.012863152
R7_6,j_7192,0.048822159,0.021111111,0.028446542
R2_1,j_7192,0.029486465,0.021111111,0.01401593
M4,j_7192,0.0346427,0.021111111,0.021636118
R6_5,j_7192,0.036952471,0.021111111,0.041336541
M1,j_7192,0.011153651,0.021111111,0.015303169
R3_2,j_7192,0.014022509,0.021111111,0.015193603
R3_2,j_7193,0.030210878,0.042592593,0.03326374
M6,j_7193,0.017400913,0.028518519,0.022834353
R9_8,j_7193,0.046314681,0.035185185,0.035236735
R4_3,j_7193,0.0425701,0.035185185,0.015024414
R1_3,j_7193,0.033050798,0.035185185,0.034596852
J7_1_4_5_6,j_7193,0.036298226,0.05,0.01166488
M2,j_7193,0.014243269,0.028518519,0.023287869
R8_7,j_7193,0.020930782,0.042592593,0.034920842
M5,j_7193,0.021085468,0.028518519,0.040493458
R4_3,j_7194,0.019395548,0.042592593,0.044367695
R2_1,j_7194,0.028430767,0.042592593,0.01306079
R8_7,j_7194,0.049071012,0.042592593,0.045502263
M1,j_7194,0.018861073,0.042592593,0.020700865
M3,j_7194,0.022666582,0.042592593,0.0455531
M6_5,j_7194,0.046882463,0.028518519,0.049804596
R9_8,j_7194,0.038058136,0.035185185,0.039713896
J7_2_6,j_7194,0.034917074,0.05,0.024160338
R5_4,j_7194,0.02779478,0.035185185,0.038970957
R2_1,j_7195,0.011054447,0.021111111,0.025579699
M1,j_7195,0.029868999,0.035185185,0.039157688
R2_1,j_7196,0.048051778,0.021111111,0.014482951
M1,j_7196,0.020398912,0.021111111,0.036713078
M1,j_7197,0.049746473,0.021111111,0.026829711
R2_1,j_7197,0.025466633,0.021111111,0.046246868
J4_1_2_3,j_7198,0.048403829,0.05,0.045718658
R5_4,j_7198,0.032478615,0.042592593,0.045737428
M1,j_7198,0.030882453,0.028518519,0.044256507
M3,j_7198,0.039298672,0.028518519,0.044479724
R6_5,j_7198,0.035660992,0.035185185,0.021591484
M2,j_7198,0.019262927,0.028518519,0.018161796
M1,j_7199,0.024115237,0.028518519,0.033560074
R2_1,j_7199,0.018675092,0.035185185,0.046609566
R2_1,j_7200,0.014579963,0.035185185,0.015803549
R4_3,j_7200,0.011697109,0.035185185,0.046803272
M3,j_7200,0.015111402,0.028518519,0.040605723
M5_2_4,j_7200,0.019324803,0.028518519,0.019408592
M1,j_7200,0.03670005,0.028518519,0.018448792
R9_8,j_7200,0.027584706,0.042592593,0.010456775
R10_9,j_7200,0.029042499,0.035185185,0.010682751
R6_5,j_7200,0.049682712,0.042592593,0.013181408
R7_6,j_7200,0.029010832,0.042592593,0.043624365
R8_7,j_7200,0.028416728,0.042592593,0.01180669
J4_2_3,j_7201,0.038329034,0.035185185,0.041915686
R5_4,j_7201,0.022592701,0.035185185,0.044402441
M1,j_7201,0.042587574,0.042592593,0.045597264
R6_5,j_7201,0.012751561,0.035185185,0.015326862
R8_7,j_7201,0.049077887,0.035185185,0.028598871
R7_6,j_7201,0.02165295,0.035185185,0.023569971
R2_1,j_7201,0.042869977,0.035185185,0.037440096
M3,j_7201,0.046776603,0.035185185,0.036802834
M5,j_7202,0.015473851,0.028518519,0.011344781
J4_2_3,j_7202,0.022379086,0.05,0.022007593
J7_5_6,j_7202,0.042731545,0.05,0.019649225
M3,j_7202,0.044956175,0.028518519,0.049107342
M2,j_7202,0.046300378,0.028518519,0.048223215
M1,j_7202,0.029382708,0.028518519,0.016620335
J8_1_4_7,j_7202,0.033185185,0.042592593,0.036775523
M6,j_7202,0.01032504,0.028518519,0.03773153
R6_5,j_7203,0.032745898,0.021111111,0.028699174
J8_1_2_3_6_7,j_7203,0.045343642,0.021111111,0.015309493
R3_5,j_7203,0.029013099,0.021111111,0.017940731
R2_5,j_7203,0.044214461,0.021111111,0.042200175
M7,j_7203,0.043623292,0.035185185,0.039765931
R1_7,j_7203,0.021159059,0.021111111,0.022988964
J5_4_7,j_7203,0.044783604,0.035185185,0.034216074
M4,j_7203,0.016220629,0.042592593,0.040035385
R3_2,j_7204,0.010381719,0.035185185,0.018941137
M2,j_7204,0.015295887,0.05,0.01617445
R6_5,j_7204,0.046891909,0.021111111,0.02265881
J4_2_3,j_7204,0.026616927,0.035185185,0.047603513
J5_1_4,j_7204,0.018700034,0.021111111,0.038857261
R1_2,j_7204,0.039112034,0.021111111,0.012431103
M7,j_7205,0.010140003,0.028518519,0.047493844
R2_1,j_7205,0.045763757,0.035185185,0.04035546
M6_5,j_7205,0.047818519,0.028518519,0.039085364
R8_7,j_7205,0.045228462,0.035185185,0.033965779
M4,j_7205,0.031713828,0.028518519,0.046996467
M9_8,j_7205,0.046315039,0.028518519,0.022340026
M1,j_7205,0.014492148,0.028518519,0.015366856
R5_4,j_7205,0.037561964,0.035185185,0.032837432
J10_3_6_9,j_7205,0.027197688,0.042592593,0.029508385
M3_2,j_7205,0.036010236,0.028518519,0.043462693
J8_1_5_7,j_7206,0.020779828,0.028518519,0.048472854
M3,j_7206,0.034784284,0.021111111,0.011899748
M4,j_7206,0.017951119,0.021111111,0.017798884
M2,j_7206,0.039417918,0.021111111,0.016584435
R7_6,j_7206,0.013193287,0.021111111,0.028096937
M6,j_7206,0.043775956,0.021111111,0.044718521
R9_8,j_7206,0.034936079,0.021111111,0.04867324
M1,j_7206,0.037793525,0.028518519,0.019459119
J5_2_3_4,j_7206,0.044266811,0.021111111,0.038184373
R3_2,j_7207,0.014940554,0.042592593,0.035590342
M1,j_7207,0.046898512,0.028518519,0.019179742
M2,j_7207,0.042678318,0.028518519,0.039195654
R6_5,j_7207,0.049751595,0.035185185,0.029978459
J5_1_4,j_7207,0.049703723,0.05,0.045310004
R4_3,j_7207,0.017938066,0.035185185,0.024901575
J3_1_2,j_7208,0.022503327,0.05,0.026824954
J4_1_2,j_7208,0.048033375,0.05,0.033220316
M1,j_7208,0.016479164,0.028518519,0.013209997
M2,j_7208,0.046914838,0.028518519,0.024737716
M5,j_7209,0.036408854,0.028518519,0.040232497
R7_6,j_7209,0.030585071,0.035185185,0.016979822
R1_2,j_7209,0.032715444,0.042592593,0.013732479
R3_2,j_7209,0.04676216,0.042592593,0.028694253
R4_3,j_7209,0.026959462,0.042592593,0.020384915
R6_1_4_5,j_7209,0.027743988,0.042592593,0.031536792
M2,j_7209,0.036315156,0.028518519,0.034606388
R7_6,j_7210,0.012161629,0.035185185,0.022082462
M2,j_7210,0.030048084,0.028518519,0.024037434
J3_1_2,j_7210,0.03268785,0.05,0.036623651
M1,j_7210,0.048833421,0.028518519,0.025041597
M6_5,j_7210,0.022667914,0.028518519,0.023269535
R4_3,j_7210,0.031587324,0.042592593,0.013282719
R5_4,j_7210,0.026771735,0.035185185,0.025705058
J6_3_4_5,j_7211,0.012766535,0.035185185,0.028006218
M5,j_7211,0.046846506,0.05,0.025893148
M4,j_7211,0.024819068,0.035185185,0.030604538
M2,j_7211,0.030437181,0.021111111,0.039126033
J7_1_6,j_7211,0.018096217,0.035185185,0.035711278
R3_2,j_7211,0.011134341,0.021111111,0.020449748
M1,j_7211,0.020656694,0.05,0.0132677
R4_3,j_7212,0.043456692,0.042592593,0.010934215
M2,j_7212,0.012260116,0.028518519,0.039558177
J3_1_2,j_7212,0.018298597,0.05,0.042803693
R5_4,j_7212,0.041257317,0.035185185,0.019417854
M1,j_7212,0.027340773,0.028518519,0.025746104
M1,j_7213,0.048334824,0.021111111,0.029032048
J8_3_6_7,j_7214,0.031509499,0.021111111,0.029664098
M1,j_7214,0.040842171,0.021111111,0.039879195
R2_1,j_7214,0.033762692,0.021111111,0.018275674
R5_4,j_7214,0.040218747,0.028518519,0.020024925
M7,j_7214,0.020187117,0.028518519,0.040288864
M4,j_7214,0.031366225,0.028518519,0.011904799
R6_5,j_7214,0.037869131,0.021111111,0.015113788
R3_2,j_7214,0.013293569,0.021111111,0.010661717
J7_1_6,j_7215,0.043754512,0.021111111,0.021686234
M1,j_7215,0.022339582,0.021111111,0.048470858
R6_4,j_7215,0.014504367,0.021111111,0.02015024
J5_2_4,j_7215,0.046186056,0.021111111,0.017733173
R4_3,j_7215,0.039336114,0.021111111,0.045916409
M3,j_7215,0.011895923,0.021111111,0.02353197
R8_7,j_7215,0.038379916,0.021111111,0.040391474
R2_1,j_7215,0.023629134,0.021111111,0.013160313
M1,j_7216,0.048595552,0.05,0.012794562
R4_3,j_7217,0.029282583,0.035185185,0.042555775
M1,j_7217,0.010535356,0.028518519,0.029225267
